relationship_id,task_4_2_requirement,relationship_label,predictor,outcome,filter_column,removed_ID_Equipe,removed_Semestre,full_sample_n,loo_n,full_sample_rho,loo_rho,rho_delta_from_full,abs_rho_delta_from_full,full_sample_sign,loo_sign,sign_changed,availability_status,inference_note
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_04,2025.2,14,13,0.2422907488986784,0.2503441157857319,0.008053366887053492,0.008053366887053492,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_04,2026.1,14,13,0.2422907488986784,0.16804407713498623,-0.07424667176369218,0.07424667176369218,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_05,2025.2,14,13,0.2422907488986784,0.1568089516460079,-0.08548179725267052,0.08548179725267052,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_05,2026.1,14,13,0.2422907488986784,0.14049586776859505,-0.10179488113008336,0.10179488113008336,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_07,2025.2,14,13,0.2422907488986784,0.19008264462809918,-0.05220810427057923,0.05220810427057923,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_08,2025.2,14,13,0.2422907488986784,0.19008264462809918,-0.05220810427057923,0.05220810427057923,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_09,2025.2,14,13,0.2422907488986784,0.2503441157857319,0.008053366887053492,0.008053366887053492,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_10,2025.2,14,13,0.2422907488986784,0.3002754820936639,0.05798473319498548,0.05798473319498548,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_01,2025.2,14,13,0.30176211453744495,0.3553719008264463,0.05360978628900137,0.05360978628900137,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_01,2026.1,14,13,0.30176211453744495,0.3002754820936639,-0.0014866324437810552,0.0014866324437810552,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_02,2025.2,14,13,0.30176211453744495,0.4793388429752066,0.17757672843776168,0.17757672843776168,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_02,2026.1,14,13,0.30176211453744495,0.2699724517906336,-0.03178966274681133,0.03178966274681133,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_03,2025.2,14,13,0.30176211453744495,0.3301241087284377,0.02836199419099278,0.02836199419099278,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_03,2026.1,14,13,0.30176211453744495,0.3278236914600551,0.02606157692261013,0.02606157692261013,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_04,2025.2,14,13,0.30176211453744495,0.2778544581797684,-0.023907656357676554,0.023907656357676554,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_04,2026.1,14,13,0.30176211453744495,0.22589531680440772,-0.07586679773303723,0.07586679773303723,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_05,2025.2,14,13,0.30176211453744495,0.21458067067348452,-0.08718144386396043,0.08718144386396043,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_05,2026.1,14,13,0.30176211453744495,0.2534435261707989,-0.04831858836664604,0.04831858836664604,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_07,2025.2,14,13,0.30176211453744495,0.2699724517906336,-0.03178966274681133,0.03178966274681133,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_08,2025.2,14,13,0.30176211453744495,0.2589531680440771,-0.04280894649336786,0.04280894649336786,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_09,2025.2,14,13,0.30176211453744495,0.2723523897009611,-0.029409724836483853,0.029409724836483853,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_score_delta,final7_concentration_to_delta_score,Final-7 clean churn → score delta,final7_clean_churn_share_pct,delta_score_t3_minus_t1,,TEAM_10,2025.2,14,13,0.30176211453744495,0.3553719008264463,0.05360978628900137,0.05360978628900137,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_01,2025.2,14,13,-0.521452460756461,-0.6767544228932973,-0.15530196213683634,0.15530196213683634,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_01,2026.1,14,13,-0.521452460756461,-0.4511696152621982,0.07028284549426284,0.07028284549426284,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_02,2025.2,14,13,-0.521452460756461,-0.4896840946138492,0.031768366142611804,0.031768366142611804,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_02,2026.1,14,13,-0.521452460756461,-0.47867995765623467,0.042772503100226344,0.042772503100226344,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_03,2025.2,14,13,-0.521452460756461,-0.5337006424443076,-0.012248181687846582,0.012248181687846582,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_03,2026.1,14,13,-0.521452460756461,-0.5392027109231149,-0.01775025016665388,0.01775025016665388,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_04,2025.2,14,13,-0.521452460756461,-0.4945054945054945,0.026946966250966486,0.026946966250966486,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_04,2026.1,14,13,-0.521452460756461,-0.4511696152621982,0.07028284549426284,0.07028284549426284,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_05,2025.2,14,13,-0.521452460756461,-0.4896840946138492,0.031768366142611804,0.031768366142611804,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_05,2026.1,14,13,-0.521452460756461,-0.4236592728681617,0.09779318788829933,0.09779318788829933,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_07,2025.2,14,13,-0.521452460756461,-0.522696505486693,-0.0012440447302319857,0.0012440447302319857,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_08,2025.2,14,13,-0.521452460756461,-0.569464087556555,-0.048011626800093965,0.048011626800093965,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_09,2025.2,14,13,-0.521452460756461,-0.5164835164835164,0.0049689442729445865,0.0049689442729445865,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
regularity_to_score_delta,regularity_index_to_delta_score,Regularity index → score delta,regularity_index,delta_score_t3_minus_t1,,TEAM_10,2025.2,14,13,-0.521452460756461,-0.6327378750628389,-0.11128541430637784,0.11128541430637784,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_01,2025.2,14,13,-0.2684537949852625,-0.38416587476329195,-0.11571207977802944,0.11571207977802944,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_01,2026.1,14,13,-0.2684537949852625,-0.3468772118941981,-0.07842341690893562,0.07842341690893562,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_02,2025.2,14,13,-0.2684537949852625,-0.12297746456210364,0.14547633042315888,0.14547633042315888,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_02,2026.1,14,13,-0.2684537949852625,-0.38127825770188717,-0.11282446271662466,0.11282446271662466,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_03,2025.2,14,13,-0.2684537949852625,-0.2901330898200392,-0.021679294834776708,0.021679294834776708,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_03,2026.1,14,13,-0.2684537949852625,-0.2551410897403606,0.013312705244901912,0.013312705244901912,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_04,2025.2,14,13,-0.2684537949852625,-0.312476166086509,-0.044022371101246516,0.044022371101246516,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_04,2026.1,14,13,-0.2684537949852625,-0.2247660299833855,0.043687765001877016,0.043687765001877016,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_05,2025.2,14,13,-0.2684537949852625,-0.2901330898200392,-0.021679294834776708,0.021679294834776708,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_05,2026.1,14,13,-0.2684537949852625,-0.18973755777818255,0.07871623720707996,0.07871623720707996,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_07,2025.2,14,13,-0.2684537949852625,-0.1998418205067861,0.06861197447847642,0.06861197447847642,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_08,2025.2,14,13,-0.2684537949852625,-0.30941817114595926,-0.04096437616069676,0.04096437616069676,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_09,2025.2,14,13,-0.2684537949852625,-0.12297746456210364,0.14547633042315888,0.14547633042315888,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_churn,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework churn,technical_complexity_mean_t3,clean_rework_churn_t3,,TEAM_10,2025.2,14,13,-0.2684537949852625,-0.312476166086509,-0.044022371101246516,0.044022371101246516,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_01,2025.2,12,11,0.058538516822601895,-0.042811516869431215,-0.1013500336920331,0.1013500336920331,positive,negative,True,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_01,2026.1,12,11,0.058538516822601895,0.058068670513954146,-0.0004698463086477492,0.0004698463086477492,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_02,2025.2,12,11,0.058538516822601895,-0.027624940077060935,-0.08616345689966283,0.08616345689966283,positive,negative,True,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_02,2026.1,12,11,0.058538516822601895,-0.043551502885465596,-0.1020900197080675,0.1020900197080675,positive,negative,True,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_03,2025.2,12,12,0.058538516822601895,0.058538516822601895,0.0,0.0,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_03,2026.1,12,11,0.058538516822601895,-0.06276459144608479,-0.12130310826868668,0.12130310826868668,positive,negative,True,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_04,2025.2,12,11,0.058538516822601895,0.19840129092267667,0.13986277410007478,0.13986277410007478,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_04,2026.1,12,11,0.058538516822601895,0.024975972184598953,-0.03356254463800294,0.03356254463800294,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_05,2025.2,12,12,0.058538516822601895,0.058538516822601895,0.0,0.0,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_05,2026.1,12,11,0.058538516822601895,0.06993272211687708,0.011394205294275185,0.011394205294275185,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_07,2025.2,12,11,0.058538516822601895,0.2371137379319794,0.1785752211093775,0.1785752211093775,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_08,2025.2,12,11,0.058538516822601895,0.12957954859394374,0.07104103177134186,0.07104103177134186,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_09,2025.2,12,11,0.058538516822601895,0.10296568574177259,0.044427168919170694,0.044427168919170694,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
technical_complexity_to_rework_ratio,technical_complexity_t3_to_clean_churn_or_rework,Technical complexity → rework ratio,technical_complexity_mean_t3,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_10,2025.2,12,11,0.058538516822601895,0.058068670513954146,-0.0004698463086477492,0.0004698463086477492,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_01,2025.2,14,13,0.3006204394157542,0.3073444995431298,0.006724060127375586,0.006724060127375586,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_01,2026.1,14,13,0.3006204394157542,0.34099716973523675,0.04037673031948252,0.04037673031948252,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_02,2025.2,14,13,0.3006204394157542,0.4937124337756901,0.19309199435993585,0.19309199435993585,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_02,2026.1,14,13,0.3006204394157542,0.25327463388276433,-0.04734580553298989,0.04734580553298989,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_03,2025.2,14,13,0.3006204394157542,0.19415301512944838,-0.10646742428630585,0.10646742428630585,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_03,2026.1,14,13,0.3006204394157542,0.32441919396219254,0.023798754546438317,0.023798754546438317,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_04,2025.2,14,13,0.3006204394157542,0.3073444995431298,0.006724060127375586,0.006724060127375586,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_04,2026.1,14,13,0.3006204394157542,0.29596136993042127,-0.004659069485332956,0.004659069485332956,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_05,2025.2,14,13,0.3006204394157542,0.19415301512944838,-0.10646742428630585,0.10646742428630585,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_05,2026.1,14,13,0.3006204394157542,0.25327463388276433,-0.04734580553298989,0.04734580553298989,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_07,2025.2,14,13,0.3006204394157542,0.3514158232371825,0.050795383821428286,0.050795383821428286,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_08,2025.2,14,13,0.3006204394157542,0.2075836369284151,-0.09303680248733912,0.09303680248733912,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_09,2025.2,14,13,0.3006204394157542,0.3864634590332683,0.08584301961751406,0.08584301961751406,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_churn,planning_t1_to_rework_t3,Planning scope → rework churn,planning_scope_log1p_t1,clean_rework_churn_t3,,TEAM_10,2025.2,14,13,0.3006204394157542,0.28051842828164203,-0.020102011134112197,0.020102011134112197,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_ratio,planning_t1_to_rework_t3,Planning scope → rework ratio,planning_scope_log1p_t1,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_01,2025.2,12,11,-0.06007217153221088,-0.027650944022224015,0.03242122750998687,0.03242122750998687,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_ratio,planning_t1_to_rework_t3,Planning scope → rework ratio,planning_scope_log1p_t1,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_01,2026.1,12,11,-0.06007217153221088,-0.03678248393788302,0.02328968759432786,0.02328968759432786,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_ratio,planning_t1_to_rework_t3,Planning scope → rework ratio,planning_scope_log1p_t1,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_02,2025.2,12,11,-0.06007217153221088,-0.0755150718576594,-0.015442900325448525,0.015442900325448525,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_ratio,planning_t1_to_rework_t3,Planning scope → rework ratio,planning_scope_log1p_t1,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_02,2026.1,12,11,-0.06007217153221088,-0.18894811748519744,-0.12887594595298657,0.12887594595298657,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_ratio,planning_t1_to_rework_t3,Planning scope → rework ratio,planning_scope_log1p_t1,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_03,2025.2,12,12,-0.06007217153221088,-0.06007217153221088,0.0,0.0,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_ratio,planning_t1_to_rework_t3,Planning scope → rework ratio,planning_scope_log1p_t1,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_03,2026.1,12,11,-0.06007217153221088,-0.22070423513841744,-0.16063206360620658,0.16063206360620658,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_ratio,planning_t1_to_rework_t3,Planning scope → rework ratio,planning_scope_log1p_t1,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_04,2025.2,12,11,-0.06007217153221088,0.1336462294407494,0.19371840097296028,0.19371840097296028,negative,positive,True,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_ratio,planning_t1_to_rework_t3,Planning scope → rework ratio,planning_scope_log1p_t1,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_04,2026.1,12,11,-0.06007217153221088,-0.06451886938518936,-0.004446697852978479,0.004446697852978479,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_ratio,planning_t1_to_rework_t3,Planning scope → rework ratio,planning_scope_log1p_t1,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_05,2025.2,12,12,-0.06007217153221088,-0.06007217153221088,0.0,0.0,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_rework_ratio,planning_t1_to_rework_t3,Planning scope → rework ratio,planning_scope_log1p_t1,clean_rework_ratio_t3,baseline_eligible_for_rework_t3,TEAM_05,2026.1,12,11,-0.06007217153221088,-0.18894811748519744,-0.12887594595298657,0.12887594595298657,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
